YY,DD,MM,Seasons,Home team,Away team,Home ID,Away ID,End of regulation score,Home final score,Away final score,Winning team,Total score,Home odds 1,Away odds 1,Home odds 2,Away odds 2,Home odds 3,Away odds 3
2019,16,Jan,2018/2019,Indiana Pacers,Phoenix Suns,IND,PHX,,131,97,H,228,1.18,5.1,1.19,5.5,1.11,6.75
2019,16,Jan,2018/2019,Philadelphia 76ers,Minnesota Timberwolves,PHI,MIN,,149,107,H,256,1.35,2.73,1.43,3.09,1.41,3
2019,15,Jan,2018/2019,Los Angeles Clippers,New Orleans Pelicans,LAC,NOP,,117,121,A,238,1.58,2.16,1.7,2.29,1.68,2.25
2019,15,Jan,2018/2019,Sacramento Kings,Portland Trail Blazers,SAC,POR,,115,107,H,222,1.67,2.01,1.77,2.18,1.71,2.2
2019,15,Jan,2018/2019,Utah Jazz,Detroit Pistons,UTA,DET,,100,94,H,194,1.22,3.42,1.3,3.92,1.28,3.75
2019,15,Jan,2018/2019,San Antonio Spurs,Charlotte Hornets,SAS,CHA,,93,108,A,201,1.24,3.4,1.28,4.09,1.27,3.9
2019,15,Jan,2018/2019,Houston Rockets,Memphis Grizzlies,HOU,MEM,,112,94,H,206,1.32,2.86,1.39,3.27,1.4,3.1
2019,15,Jan,2018/2019,Brooklyn Nets,Boston Celtics,BKN,BOS,,109,102,H,211,2.52,1.47,2.66,1.54,2.65,1.54
2019,14,Jan,2018/2019,Los Angeles Lakers,Cleveland Cavaliers,LAL,CLE,,95,101,A,196,1.23,4.8,1.23,4.73,1.22,4.5
2019,14,Jan,2018/2019,Denver Nuggets,Portland Trail Blazers,DEN,POR,,116,113,H,229,1.47,2.39,1.56,2.61,1.58,2.5
2019,14,Jan,2018/2019,Dallas Mavericks,Golden State Warriors,DAL,GSW,,114,119,A,233,3.12,1.43,2.93,1.46,2.95,1.42
2019,13,Jan,2018/2019,Orlando Magic,Houston Rockets,ORL,HOU,,116,109,H,225,2.63,1.35,3.05,1.43,2.95,1.42
2019,13,Jan,2018/2019,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,,114,133,A,247,5.7,1.18,5.66,1.18,5.75,1.15
2019,13,Jan,2018/2019,New York Knicks,Philadelphia 76ers,NYK,PHI,,105,108,A,213,3.28,1.4,3.43,1.36,3.4,1.33
2019,13,Jan,2018/2019,Washington Wizards,Toronto Raptors,WAS,TOR,124,138,140,A,278,2.78,1.39,3.22,1.4,3.2,1.37
2019,13,Jan,2018/2019,Sacramento Kings,Charlotte Hornets,SAC,CHA,,104,97,H,201,1.4,2.66,1.46,2.93,1.45,2.8
2019,13,Jan,2018/2019,Utah Jazz,Chicago Bulls,UTA,CHI,,110,102,H,212,1.12,5.6,1.16,6.23,1.14,6
2019,13,Jan,2018/2019,Phoenix Suns,Denver Nuggets,PHX,DEN,,102,93,H,195,4.2,1.16,5.12,1.21,5,1.19
2019,13,Jan,2018/2019,Minnesota Timberwolves,New Orleans Pelicans,MIN,NOP,,110,106,H,216,1.98,1.94,1.77,2.18,1.76,2.1
2019,13,Jan,2018/2019,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,,122,112,H,234,1.46,2.76,1.46,2.93,1.41,3
2019,13,Jan,2018/2019,Orlando Magic,Boston Celtics,ORL,BOS,,105,103,H,208,2.99,1.31,3.22,1.4,3.15,1.38
2019,12,Jan,2018/2019,Miami Heat,Memphis Grizzlies,MIA,MEM,,112,108,H,220,1.52,2.45,1.51,2.78,1.5,2.7
2019,12,Jan,2018/2019,Los Angeles Clippers,Detroit Pistons,LAC,DET,,104,109,A,213,1.34,3.04,1.37,3.39,1.33,3.4
2019,12,Jan,2018/2019,Golden State Warriors,Chicago Bulls,GSW,CHI,,146,109,H,255,1.03,9.6,1.07,11.51,1.05,12
2019,12,Jan,2018/2019,Portland Trail Blazers,Charlotte Hornets,POR,CHA,,127,96,H,223,1.43,3.16,1.38,3.35,1.38,3.15
2019,12,Jan,2018/2019,Utah Jazz,Los Angeles Lakers,UTA,LAL,,113,95,H,208,1.24,3.54,1.28,4.11,1.25,4.1
2019,12,Jan,2018/2019,Houston Rockets,Cleveland Cavaliers,HOU,CLE,,141,113,H,254,1.08,10.5,1.08,10.16,1.07,9.5
2019,12,Jan,2018/2019,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,,115,119,A,234,1.47,2.55,1.46,2.95,1.5,2.7
2019,12,Jan,2018/2019,New York Knicks,Indiana Pacers,NYK,IND,,106,121,A,227,3.84,1.23,4.34,1.26,4.2,1.25
2019,12,Jan,2018/2019,Toronto Raptors,Brooklyn Nets,TOR,BKN,,122,105,H,227,1.15,4,1.21,5.1,1.2,4.75
2019,12,Jan,2018/2019,Philadelphia 76ers,Atlanta Hawks,PHI,ATL,,121,123,A,244,1.06,8,1.1,8.67,1.09,8
2019,12,Jan,2018/2019,Washington Wizards,Milwaukee Bucks,WAS,MIL,,113,106,H,219,2.96,1.36,3.35,1.38,3.3,1.35
2019,11,Jan,2018/2019,Sacramento Kings,Detroit Pistons,SAC,DET,,112,102,H,214,1.43,2.65,1.52,2.73,1.5,2.7
2019,11,Jan,2018/2019,San Antonio Spurs,Oklahoma City Thunder,SAS,OKC,130,154,147,H,301,2.02,1.68,2.04,1.87,1.95,1.86
2019,11,Jan,2018/2019,Denver Nuggets,Los Angeles Clippers,DEN,LAC,,121,100,H,221,1.41,2.71,1.49,2.83,1.45,2.8
2019,11,Jan,2018/2019,Miami Heat,Boston Celtics,MIA,BOS,,115,99,H,214,2,1.73,1.95,1.95,1.95,1.86
2019,10,Jan,2018/2019,Los Angeles Lakers,Detroit Pistons,LAL,DET,,113,100,H,213,1.75,1.91,1.87,2.04,1.83,2
2019,10,Jan,2018/2019,Portland Trail Blazers,Chicago Bulls,POR,CHI,,124,112,H,236,1.23,4.85,1.23,4.8,1.2,4.75
2019,10,Jan,2018/2019,Utah Jazz,Orlando Magic,UTA,ORL,,106,93,H,199,1.24,3.52,1.28,4.09,1.26,4
2019,10,Jan,2018/2019,Dallas Mavericks,Phoenix Suns,DAL,PHX,,104,94,H,198,1.2,4.15,1.23,4.71,1.25,4.2
2019,10,Jan,2018/2019,Houston Rockets,Milwaukee Bucks,HOU,MIL,,109,116,A,225,1.94,1.79,1.95,1.95,1.95,1.86
2019,10,Jan,2018/2019,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,,96,86,H,182,2.11,1.59,2.29,1.7,2.25,1.68
2019,10,Jan,2018/2019,New Orleans Pelicans,Cleveland Cavaliers,NOP,CLE,,140,124,H,264,1.05,7,1.09,9.28,1.07,9.5
2019,10,Jan,2018/2019,Brooklyn Nets,Atlanta Hawks,BKN,ATL,,116,100,H,216,1.2,4.05,1.26,4.3,1.25,4.2
2019,10,Jan,2018/2019,Boston Celtics,Indiana Pacers,BOS,IND,,135,108,H,243,1.31,3.06,1.39,3.27,1.37,3.2
2019,10,Jan,2018/2019,Washington Wizards,Philadelphia 76ers,WAS,PHI,,123,106,H,229,2.18,1.58,2.19,1.76,2.2,1.71
2019,9,Jan,2018/2019,Golden State Warriors,New York Knicks,GSW,NYK,,122,95,H,217,1.03,21,1.03,17.65,1.02,16.5
2019,9,Jan,2018/2019,Los Angeles Clippers,Charlotte Hornets,LAC,CHA,,128,109,H,237,1.36,2.98,1.39,3.27,1.38,3.15
2019,9,Jan,2018/2019,Phoenix Suns,Sacramento Kings,PHX,SAC,,115,111,H,226,2.25,1.75,2.23,1.74,2.4,1.62
2019,9,Jan,2018/2019,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,,117,119,A,236,1.25,3.22,1.31,3.85,1.29,3.7
2019,9,Jan,2018/2019,Miami Heat,Denver Nuggets,MIA,DEN,,99,103,A,202,1.89,2.03,1.87,2.04,1.83,2
2019,9,Jan,2018/2019,Toronto Raptors,Atlanta Hawks,TOR,ATL,,104,101,H,205,1.02,7.6,1.08,10.16,1.06,10
2019,9,Jan,2018/2019,Cleveland Cavaliers,Indiana Pacers,CLE,IND,,115,123,A,238,5,1.18,5.8,1.17,5.75,1.15
2019,9,Jan,2018/2019,Philadelphia 76ers,Washington Wizards,PHI,WAS,,132,115,H,247,1.18,4.15,1.27,4.18,1.2,4.75
2019,8,Jan,2018/2019,Portland Trail Blazers,New York Knicks,POR,NYK,,111,101,H,212,1.08,6.5,1.14,6.82,1.12,6.5
2019,8,Jan,2018/2019,Sacramento Kings,Orlando Magic,SAC,ORL,,111,95,H,206,1.4,2.61,1.47,2.91,1.45,2.8
2019,8,Jan,2018/2019,Dallas Mavericks,Los Angeles Lakers,DAL,LAL,,97,107,A,204,1.35,3.64,1.34,3.63,1.37,3.2
2019,8,Jan,2018/2019,Houston Rockets,Denver Nuggets,HOU,DEN,,125,113,H,238,1.78,1.93,1.91,2,1.86,1.95
2019,8,Jan,2018/2019,Milwaukee Bucks,Utah Jazz,MIL,UTA,,114,102,H,216,1.38,2.78,1.48,2.88,1.45,2.8
2019,8,Jan,2018/2019,New Orleans Pelicans,Memphis Grizzlies,NOP,MEM,,114,95,H,209,1.45,2.66,1.47,2.91,1.44,2.85
2019,8,Jan,2018/2019,Boston Celtics,Brooklyn Nets,BOS,BKN,,116,95,H,211,1.19,4,1.22,4.9,1.22,4.5
2019,8,Jan,2018/2019,Detroit Pistons,San Antonio Spurs,DET,SAS,,107,119,A,226,2.26,1.5,2.38,1.65,2.35,1.64
2019,7,Jan,2018/2019,Phoenix Suns,Charlotte Hornets,PHX,CHA,,113,119,A,232,1.92,1.74,2.09,1.83,2.1,1.76
2019,7,Jan,2018/2019,Toronto Raptors,Indiana Pacers,TOR,IND,,121,105,H,226,1.74,2.27,1.72,2.25,1.55,2.6
2019,7,Jan,2018/2019,Oklahoma City Thunder,Washington Wizards,OKC,WAS,,98,116,A,214,1.14,5,1.18,5.65,1.18,5.25
2019,6,Jan,2018/2019,Atlanta Hawks,Miami Heat,ATL,MIA,,106,82,H,188,2.73,1.39,3.19,1.41,3.05,1.4
2019,6,Jan,2018/2019,Chicago Bulls,Brooklyn Nets,CHI,BKN,,100,117,A,217,2.03,1.78,2.14,1.79,2.05,1.8
2019,6,Jan,2018/2019,Los Angeles Clippers,Orlando Magic,LAC,ORL,,106,96,H,202,1.29,3.24,1.37,3.39,1.35,3.3
2019,6,Jan,2018/2019,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,,108,86,H,194,1.29,2.97,1.36,3.44,1.4,3.05
2019,6,Jan,2018/2019,Portland Trail Blazers,Houston Rockets,POR,HOU,,110,101,H,211,2,1.93,2.04,1.87,2,1.83
2019,6,Jan,2018/2019,Sacramento Kings,Golden State Warriors,SAC,GSW,,123,127,A,250,3.24,1.27,3.69,1.33,3.7,1.29
2019,6,Jan,2018/2019,Milwaukee Bucks,Toronto Raptors,MIL,TOR,,116,123,A,239,1.37,2.69,1.45,2.99,1.35,3.3
2019,6,Jan,2018/2019,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,,108,88,H,196,1.27,3.7,1.26,4.28,1.27,3.8
2019,6,Jan,2018/2019,Cleveland Cavaliers,New Orleans Pelicans,CLE,NOP,,98,133,A,231,3.58,1.28,3.44,1.36,3.65,1.3
2019,6,Jan,2018/2019,Philadelphia 76ers,Dallas Mavericks,PHI,DAL,,106,100,H,206,1.37,3.44,1.4,3.22,1.5,2.7
2019,6,Jan,2018/2019,Detroit Pistons,Utah Jazz,DET,UTA,,105,110,A,215,2.07,1.86,1.95,1.95,2.05,1.8
2019,5,Jan,2018/2019,Denver Nuggets,Charlotte Hornets,DEN,CHA,,123,110,H,233,1.17,3.96,1.23,4.68,1.2,4.75
2019,5,Jan,2018/2019,Los Angeles Lakers,New York Knicks,LAL,NYK,,112,119,A,231,1.24,3.14,1.31,3.82,1.26,4
2019,5,Jan,2018/2019,Portland Trail Blazers,Oklahoma City Thunder,POR,OKC,,109,111,A,220,1.93,1.99,1.91,2,1.9,1.9
2019,5,Jan,2018/2019,Phoenix Suns,Los Angeles Clippers,PHX,LAC,,111,121,A,232,2.24,1.54,2.49,1.61,2.45,1.6
2019,5,Jan,2018/2019,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,,144,112,H,256,1.05,7.1,1.1,8.98,1.07,9
2019,5,Jan,2018/2019,Boston Celtics,Dallas Mavericks,BOS,DAL,,114,93,H,207,1.48,2.93,1.47,2.9,1.45,2.8
2019,5,Jan,2018/2019,Chicago Bulls,Indiana Pacers,CHI,IND,105,116,119,A,235,2.82,1.42,3.1,1.43,3.05,1.4
2019,5,Jan,2018/2019,Memphis Grizzlies,Brooklyn Nets,MEM,BKN,,100,109,A,209,1.58,2.6,1.63,2.43,1.5,2.7
2019,5,Jan,2018/2019,Miami Heat,Washington Wizards,MIA,WAS,,115,109,H,224,1.34,2.92,1.36,3.44,1.37,3.2
2019,5,Jan,2018/2019,Minnesota Timberwolves,Orlando Magic,MIN,ORL,,120,103,H,223,1.39,2.63,1.51,2.76,1.43,2.9
2019,5,Jan,2018/2019,Cleveland Cavaliers,Utah Jazz,CLE,UTA,,91,117,A,208,3.4,1.25,4.38,1.26,4.25,1.23
2019,4,Jan,2018/2019,Golden State Warriors,Houston Rockets,GSW,HOU,119,134,135,A,269,1.24,3.74,1.3,3.92,1.27,3.9
2019,4,Jan,2018/2019,Sacramento Kings,Denver Nuggets,SAC,DEN,,113,117,A,230,2.14,1.53,2.33,1.68,2.3,1.66
2019,4,Jan,2018/2019,San Antonio Spurs,Toronto Raptors,SAS,TOR,,125,107,H,232,1.75,1.87,1.87,2.04,1.83,2
2019,3,Jan,2018/2019,Los Angeles Lakers,Oklahoma City Thunder,LAL,OKC,,100,107,A,207,2.5,1.38,2.93,1.46,2.85,1.44
2019,3,Jan,2018/2019,Phoenix Suns,Philadelphia 76ers,PHX,PHI,,127,132,A,259,2.63,1.45,2.84,1.49,2.8,1.45
2019,3,Jan,2018/2019,Boston Celtics,Minnesota Timberwolves,BOS,MIN,,115,102,H,217,1.36,2.77,1.42,3.14,1.4,3.1
2019,3,Jan,2018/2019,Chicago Bulls,Orlando Magic,CHI,ORL,,84,112,A,196,1.82,2.13,1.78,2.17,1.83,2
2019,3,Jan,2018/2019,Memphis Grizzlies,Detroit Pistons,MEM,DET,,94,101,A,195,1.46,3,1.44,3.01,1.41,3
2019,3,Jan,2018/2019,Brooklyn Nets,New Orleans Pelicans,BKN,NOP,,126,121,H,247,1.95,1.97,2,1.91,1.9,1.9
2019,3,Jan,2018/2019,Charlotte Hornets,Dallas Mavericks,CHA,DAL,,84,122,A,206,1.64,1.95,1.74,2.23,1.71,2.2
2019,3,Jan,2018/2019,Cleveland Cavaliers,Miami Heat,CLE,MIA,,92,117,A,209,2.85,1.39,3.22,1.4,3.05,1.4
2019,3,Jan,2018/2019,Washington Wizards,Atlanta Hawks,WAS,ATL,,114,98,H,212,1.45,2.47,1.52,2.73,1.47,2.75
2019,2,Jan,2018/2019,Los Angeles Clippers,Philadelphia 76ers,LAC,PHI,,113,119,A,232,1.62,2.05,1.7,2.29,1.64,2.35
2019,2,Jan,2018/2019,Denver Nuggets,New York Knicks,DEN,NYK,,115,108,H,223,1.03,7.6,1.09,9.54,1.07,9
2019,2,Jan,2018/2019,Sacramento Kings,Portland Trail Blazers,SAC,POR,103,108,113,A,221,1.93,1.83,2,1.91,2,1.83
2019,2,Jan,2018/2019,Milwaukee Bucks,Detroit Pistons,MIL,DET,,121,98,H,219,1.13,4.65,1.18,5.66,1.16,5.5
2019,2,Jan,2018/2019,Toronto Raptors,Utah Jazz,TOR,UTA,,122,116,H,238,1.6,2.12,1.63,2.44,1.62,2.4
2019,1,Jan,2018/2019,Phoenix Suns,Golden State Warriors,PHX,GSW,,109,132,A,241,6.2,1.17,5.42,1.19,5.25,1.18
2019,1,Jan,2018/2019,New Orleans Pelicans,Minnesota Timberwolves,NOP,MIN,,123,114,H,237,1.46,2.99,1.44,3.01,1.43,2.9
2019,1,Jan,2018/2019,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,,122,102,H,224,1.31,3.9,1.31,3.85,1.31,3.6
2019,1,Jan,2018/2019,Houston Rockets,Memphis Grizzlies,HOU,MEM,,113,101,H,214,1.41,2.64,1.46,2.93,1.45,2.8
2019,1,Jan,2018/2019,San Antonio Spurs,Boston Celtics,SAS,BOS,,120,111,H,231,1.87,1.81,1.98,1.93,1.9,1.9
2018,31,Dec,2018/2019,Charlotte Hornets,Orlando Magic,CHA,ORL,,125,100,H,225,1.3,3.14,1.36,3.48,1.32,3.45
2018,31,Dec,2018/2019,Indiana Pacers,Atlanta Hawks,IND,ATL,,116,108,H,224,1.1,5.3,1.15,6.34,1.12,6.5
2018,31,Dec,2018/2019,Los Angeles Lakers,Sacramento Kings,LAL,SAC,,121,114,H,235,1.98,1.74,2.04,1.87,2,1.83
2018,31,Dec,2018/2019,Portland Trail Blazers,Philadelphia 76ers,POR,PHI,,129,95,H,224,1.93,1.99,2.09,1.83,2,1.83
2018,31,Dec,2018/2019,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,,105,103,H,208,2.32,1.7,2.3,1.69,2.4,1.62
2018,30,Dec,2018/2019,Miami Heat,Minnesota Timberwolves,MIA,MIN,,104,113,A,217,1.52,2.31,1.58,2.54,1.6,2.45
2018,30,Dec,2018/2019,Toronto Raptors,Chicago Bulls,TOR,CHI,,95,89,H,184,1.1,5.3,1.18,5.74,1.08,8.5
2018,30,Dec,2018/2019,Orlando Magic,Detroit Pistons,ORL,DET,,109,107,H,216,1.66,2.01,1.76,2.19,1.76,2.1
2018,30,Dec,2018/2019,Los Angeles Clippers,San Antonio Spurs,LAC,SAS,,111,122,A,233,1.52,2.24,1.63,2.43,1.62,2.4
2018,30,Dec,2018/2019,Portland Trail Blazers,Golden State Warriors,POR,GSW,,105,115,A,220,2.37,1.45,2.49,1.61,2.45,1.6
2018,30,Dec,2018/2019,Phoenix Suns,Denver Nuggets,PHX,DEN,,118,122,A,240,2.58,1.44,2.66,1.54,2.75,1.47
2018,30,Dec,2018/2019,Memphis Grizzlies,Boston Celtics,MEM,BOS,,103,112,A,215,1.98,1.64,2.25,1.72,2.2,1.71
2018,30,Dec,2018/2019,Utah Jazz,New York Knicks,UTA,NYK,,129,97,H,226,1.05,5.5,1.08,9.82,1.08,8.5
2018,30,Dec,2018/2019,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,,111,108,H,219,1.4,2.7,1.58,2.54,1.5,2.7
2018,30,Dec,2018/2019,New Orleans Pelicans,Houston Rockets,NOP,HOU,,104,108,A,212,1.95,1.63,2.04,1.87,2,1.83
2018,30,Dec,2018/2019,Washington Wizards,Charlotte Hornets,WAS,CHA,,130,126,H,256,2.11,1.83,2.13,1.8,2,1.83
2018,29,Dec,2018/2019,Milwaukee Bucks,Brooklyn Nets,MIL,BKN,,129,115,H,244,1.14,4.45,1.16,6.16,1.16,5.5
2018,29,Dec,2018/2019,Los Angeles Lakers,Los Angeles Clippers,LAL,LAC,,107,118,A,225,2.96,1.47,2.98,1.45,2.95,1.42
2018,29,Dec,2018/2019,Denver Nuggets,San Antonio Spurs,DEN,SAS,,102,99,H,201,1.5,2.25,1.59,2.52,1.58,2.5
2018,29,Dec,2018/2019,Phoenix Suns,Oklahoma City Thunder,PHX,OKC,,102,118,A,220,3.16,1.42,3.27,1.39,3.35,1.34
2018,29,Dec,2018/2019,Miami Heat,Cleveland Cavaliers,MIA,CLE,,118,94,H,212,1.16,4.25,1.2,5.15,1.2,4.75
2018,29,Dec,2018/2019,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL,112,120,123,A,243,1.18,4.2,1.24,4.62,1.22,4.5
2018,29,Dec,2018/2019,New Orleans Pelicans,Dallas Mavericks,NOP,DAL,,114,112,H,226,1.41,2.59,1.52,2.73,1.52,2.67
2018,29,Dec,2018/2019,Charlotte Hornets,Brooklyn Nets,CHA,BKN,,100,87,H,187,1.44,2.33,1.51,2.76,1.52,2.67
2018,29,Dec,2018/2019,Indiana Pacers,Detroit Pistons,IND,DET,,125,88,H,213,1.32,2.7,1.41,3.19,1.37,3.2
2018,29,Dec,2018/2019,Orlando Magic,Toronto Raptors,ORL,TOR,,116,87,H,203,2.76,1.29,3.1,1.43,3.6,1.31
2018,29,Dec,2018/2019,Washington Wizards,Chicago Bulls,WAS,CHI,,92,101,A,193,1.39,2.64,1.48,2.86,1.44,2.85
2018,28,Dec,2018/2019,Golden State Warriors,Portland Trail Blazers,GSW,POR,102,109,110,A,219,1.18,4.35,1.26,4.31,1.23,4.25
2018,28,Dec,2018/2019,Utah Jazz,Philadelphia 76ers,UTA,PHI,,97,114,A,211,1.43,2.49,1.49,2.82,1.47,2.75
2018,28,Dec,2018/2019,Sacramento Kings,Los Angeles Lakers,SAC,LAL,,117,116,H,233,1.5,2.33,1.63,2.43,1.62,2.4
2018,28,Dec,2018/2019,Houston Rockets,Boston Celtics,HOU,BOS,,127,113,H,240,2.25,1.75,1.8,2.13,1.86,1.95
2018,28,Dec,2018/2019,Milwaukee Bucks,New York Knicks,MIL,NYK,,112,96,H,208,1.04,7.3,1.08,10.16,1.06,10
2018,27,Dec,2018/2019,Los Angeles Clippers,Sacramento Kings,LAC,SAC,,127,118,H,245,1.4,2.71,1.5,2.81,1.47,2.75
2018,27,Dec,2018/2019,Dallas Mavericks,New Orleans Pelicans,DAL,NOP,,122,119,H,241,1.78,2.22,1.77,2.18,1.71,2.2
2018,27,Dec,2018/2019,San Antonio Spurs,Denver Nuggets,SAS,DEN,,111,103,H,214,1.67,2.42,1.68,2.34,1.66,2.3
2018,27,Dec,2018/2019,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,,94,119,A,213,2.59,1.58,2.66,1.54,2.9,1.43
2018,27,Dec,2018/2019,Memphis Grizzlies,Cleveland Cavaliers,MEM,CLE,,95,87,H,182,1.15,4.8,1.19,5.5,1.18,5.25
2018,27,Dec,2018/2019,Atlanta Hawks,Indiana Pacers,ATL,IND,,121,129,A,250,3.22,1.28,3.83,1.31,3.8,1.27
2018,27,Dec,2018/2019,Brooklyn Nets,Charlotte Hornets,BKN,CHA,114,134,132,H,266,1.77,1.98,1.81,2.11,1.8,2.05
2018,27,Dec,2018/2019,Miami Heat,Toronto Raptors,MIA,TOR,,104,106,A,210,2.57,1.59,2.55,1.58,2.75,1.47
2018,27,Dec,2018/2019,Detroit Pistons,Washington Wizards,DET,WAS,,106,95,H,201,1.47,2.5,1.49,2.82,1.5,2.7
2018,27,Dec,2018/2019,Orlando Magic,Phoenix Suns,ORL,PHX,118,120,122,A,242,1.57,2.66,1.59,2.53,1.57,2.55
2018,26,Dec,2018/2019,Utah Jazz,Portland Trail Blazers,UTA,POR,,117,96,H,213,1.42,3.16,1.43,3.06,1.4,3.05
2018,26,Dec,2018/2019,Golden State Warriors,Los Angeles Lakers,GSW,LAL,,101,127,A,228,1.27,4.25,1.27,4.22,1.25,4.2
2018,25,Dec,2018/2019,Boston Celtics,Philadelphia 76ers,BOS,PHI,108,121,114,H,235,1.59,2.57,1.63,2.43,1.62,2.4
2018,25,Dec,2018/2019,Houston Rockets,Oklahoma City Thunder,HOU,OKC,,113,109,H,222,1.85,1.89,1.85,2.06,1.83,2
2018,25,Dec,2018/2019,New York Knicks,Milwaukee Bucks,NYK,MIL,,95,109,A,204,5,1.22,5.15,1.2,5,1.19
2018,24,Dec,2018/2019,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,,99,107,A,206,1.39,2.9,1.4,3.22,1.41,3
2018,24,Dec,2018/2019,Portland Trail Blazers,Dallas Mavericks,POR,DAL,107,121,118,H,239,1.31,3.98,1.33,3.64,1.32,3.45
2018,24,Dec,2018/2019,Golden State Warriors,Los Angeles Clippers,GSW,LAC,,129,127,H,256,1.2,5.7,1.16,6.11,1.15,5.75
2018,24,Dec,2018/2019,Oklahoma City Thunder,Minnesota Timberwolves,OKC,MIN,,112,114,A,226,1.32,3.16,1.34,3.58,1.34,3.35
2018,23,Dec,2018/2019,Boston Celtics,Charlotte Hornets,BOS,CHA,,119,103,H,222,1.31,2.93,1.4,3.22,1.36,3.25
2018,23,Dec,2018/2019,Brooklyn Nets,Phoenix Suns,BKN,PHX,,111,103,H,214,1.29,4.1,1.36,3.48,1.31,3.55
2018,23,Dec,2018/2019,Cleveland Cavaliers,Chicago Bulls,CLE,CHI,,92,112,A,204,1.79,1.8,1.87,2.04,1.86,1.95
2018,23,Dec,2018/2019,Orlando Magic,Miami Heat,ORL,MIA,,91,115,A,206,1.52,2.21,1.65,2.4,1.6,2.45
2018,23,Dec,2018/2019,Sacramento Kings,New Orleans Pelicans,SAC,NOP,,122,117,H,239,1.99,1.93,2,1.91,2,1.83
2018,23,Dec,2018/2019,Indiana Pacers,Washington Wizards,IND,WAS,,105,89,H,194,1.19,3.76,1.21,5,1.25,4.2
2018,23,Dec,2018/2019,Detroit Pistons,Atlanta Hawks,DET,ATL,,95,98,A,193,1.23,4.8,1.23,4.68,1.22,4.5
2018,23,Dec,2018/2019,Utah Jazz,Oklahoma City Thunder,UTA,OKC,,106,107,A,213,1.92,2.01,1.95,1.95,1.9,1.9
2018,23,Dec,2018/2019,Golden State Warriors,Dallas Mavericks,GSW,DAL,,120,116,H,236,1.13,7.6,1.14,6.69,1.12,6.5
2018,23,Dec,2018/2019,Houston Rockets,San Antonio Spurs,HOU,SAS,,108,101,H,209,1.44,3.1,1.42,3.11,1.4,3.05
2018,23,Dec,2018/2019,Miami Heat,Milwaukee Bucks,MIA,MIL,,94,87,H,181,2.38,1.68,2.19,1.76,2.15,1.74
2018,23,Dec,2018/2019,Philadelphia 76ers,Toronto Raptors,PHI,TOR,,126,101,H,227,1.29,2.53,1.54,2.66,1.54,2.65
2018,23,Dec,2018/2019,Washington Wizards,Phoenix Suns,WAS,PHX,109,149,146,H,295,1.44,3.08,1.49,2.85,1.44,2.85
2018,22,Dec,2018/2019,Los Angeles Clippers,Denver Nuggets,LAC,DEN,,132,111,H,243,1.88,1.98,1.91,2,1.86,1.95
2018,22,Dec,2018/2019,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP,,112,104,H,216,1.35,2.72,1.52,2.73,1.5,2.7
2018,22,Dec,2018/2019,Portland Trail Blazers,Utah Jazz,POR,UTA,,90,120,A,210,1.67,2.02,1.8,2.13,1.76,2.1
2018,22,Dec,2018/2019,Sacramento Kings,Memphis Grizzlies,SAC,MEM,,102,99,H,201,1.71,1.9,1.93,1.98,1.9,1.9
2018,22,Dec,2018/2019,San Antonio Spurs,Minnesota Timberwolves,SAS,MIN,,124,98,H,222,1.59,2.42,1.61,2.47,1.58,2.5
2018,22,Dec,2018/2019,Boston Celtics,Milwaukee Bucks,BOS,MIL,,107,120,A,227,1.81,1.81,1.87,2.04,1.86,1.95
2018,22,Dec,2018/2019,Chicago Bulls,Orlando Magic,CHI,ORL,,90,80,H,170,2.2,1.69,2.25,1.72,2.2,1.71
2018,22,Dec,2018/2019,Brooklyn Nets,Indiana Pacers,BKN,IND,,106,114,A,220,2.04,1.67,2.04,1.87,2.2,1.71
2018,22,Dec,2018/2019,New York Knicks,Atlanta Hawks,NYK,ATL,,107,114,A,221,1.67,1.97,1.75,2.21,1.76,2.1
2018,22,Dec,2018/2019,Charlotte Hornets,Detroit Pistons,CHA,DET,,98,86,H,184,1.52,2.31,1.62,2.45,1.58,2.5
2018,22,Dec,2018/2019,Toronto Raptors,Cleveland Cavaliers,TOR,CLE,,126,110,H,236,1.05,8.5,1.12,7.65,1.1,7.5
2018,21,Dec,2018/2019,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,,125,121,H,246,1.47,2.27,1.63,2.43,1.62,2.4
2018,21,Dec,2018/2019,Miami Heat,Houston Rockets,MIA,HOU,,101,99,H,200,2.2,1.52,2.43,1.63,2.3,1.66
