YY,DD,MM,Seasons,Home team,Away team,Home ID,Away ID,End of regulation score,Home final score,Away final score,Winning team,Total score,Home odds 1,Away odds 1,Home odds 2,Away odds 2,Home odds 3,Away odds 3
2014,24,Apr,2013/2014,Miami Heat,Charlotte Hornets,MIA,CHA,,101,97,H,198,1.13,6.2,1.15,6.34,1.14,6
2014,23,Apr,2013/2014,Chicago Bulls,Washington Wizards,CHI,WAS,91,99,101,A,200,1.4,2.98,1.43,3.05,1.43,2.9
2014,23,Apr,2013/2014,Toronto Raptors,Brooklyn Nets,TOR,BKN,,100,95,H,195,1.54,2.51,1.54,2.66,1.52,2.67
2014,23,Apr,2013/2014,Indiana Pacers,Atlanta Hawks,IND,ATL,,101,85,H,186,1.31,3.6,1.3,3.92,1.3,3.65
2014,22,Apr,2013/2014,Los Angeles Clippers,Golden State Warriors,LAC,GSW,,138,98,H,236,1.28,4.4,1.25,4.5,1.23,4.25
2014,22,Apr,2013/2014,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,99,105,111,A,216,1.26,3.92,1.29,4.01,1.3,3.65
2014,21,Apr,2013/2014,Houston Rockets,Portland Trail Blazers,HOU,POR,106,120,122,A,242,1.46,2.77,1.45,2.97,1.44,2.85
2014,21,Apr,2013/2014,Chicago Bulls,Washington Wizards,CHI,WAS,,93,102,A,195,1.51,2.62,1.5,2.81,1.5,2.7
2014,20,Apr,2013/2014,Miami Heat,Charlotte Hornets,MIA,CHA,,99,88,H,187,1.16,5.8,1.17,5.98,1.16,5.5
2014,20,Apr,2013/2014,San Antonio Spurs,Dallas Mavericks,SAS,DAL,,90,85,H,175,1.19,5.1,1.2,5.2,1.2,4.75
2014,20,Apr,2013/2014,Oklahoma City Thunder,Memphis Grizzlies,OKC,MEM,,100,86,H,186,1.31,3.62,1.31,3.79,1.31,3.55
2014,20,Apr,2013/2014,Indiana Pacers,Atlanta Hawks,IND,ATL,,93,101,A,194,1.29,3.75,1.29,4.05,1.28,3.75
2014,19,Apr,2013/2014,Los Angeles Clippers,Golden State Warriors,LAC,GSW,,105,109,A,214,1.33,3.48,1.32,3.79,1.31,3.55
2014,19,Apr,2013/2014,Toronto Raptors,Brooklyn Nets,TOR,BKN,,87,94,A,181,1.7,2.17,1.73,2.24,1.71,2.2
2014,17,Apr,2013/2014,Denver Nuggets,Golden State Warriors,DEN,GSW,,112,116,A,228,1.25,4.05,1.28,4.14,1.29,3.7
2014,17,Apr,2013/2014,Portland Trail Blazers,Los Angeles Clippers,POR,LAC,,110,104,H,214,,,1.69,2.3,1.64,2.35
2014,17,Apr,2013/2014,Sacramento Kings,Phoenix Suns,SAC,PHX,,99,104,A,203,2.21,1.68,2.26,1.72,2.15,1.74
2014,17,Apr,2013/2014,Boston Celtics,Washington Wizards,BOS,WAS,,102,118,A,220,3.86,1.27,3.28,1.39,3.8,1.27
2014,17,Apr,2013/2014,Cleveland Cavaliers,Brooklyn Nets,CLE,BKN,,114,85,H,199,1.32,3.22,1.38,3.31,1.37,3.2
2014,17,Apr,2013/2014,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,93,106,105,H,211,1.57,2.43,1.61,2.49,1.6,2.45
2014,17,Apr,2013/2014,Miami Heat,Philadelphia 76ers,MIA,PHI,,87,100,A,187,1.47,2.74,1.51,2.75,1.42,2.95
2014,17,Apr,2013/2014,Milwaukee Bucks,Atlanta Hawks,MIL,ATL,,103,111,A,214,1.56,2.44,1.59,2.53,1.57,2.55
2014,17,Apr,2013/2014,New York Knicks,Toronto Raptors,NYK,TOR,,95,92,H,187,2.6,1.48,2.62,1.56,2.7,1.5
2014,17,Apr,2013/2014,Oklahoma City Thunder,Detroit Pistons,OKC,DET,,112,111,H,223,1.06,14,1.06,12.25,1.05,11
2014,17,Apr,2013/2014,San Antonio Spurs,Los Angeles Lakers,SAS,LAL,,100,113,A,213,1.29,4.1,1.27,4.22,1.27,3.8
2014,17,Apr,2013/2014,Minnesota Timberwolves,Utah Jazz,MIN,UTA,107,130,136,A,266,1.13,6.3,1.15,6.45,1.14,6
2014,17,Apr,2013/2014,New Orleans Pelicans,Houston Rockets,NOP,HOU,,105,100,H,205,1.59,2.38,1.66,2.37,1.62,2.4
2014,17,Apr,2013/2014,Charlotte Hornets,Chicago Bulls,CHA,CHI,80,91,86,H,177,1.88,1.93,1.91,2,1.86,1.95
2014,17,Apr,2013/2014,Orlando Magic,Indiana Pacers,ORL,IND,,86,101,A,187,1.54,2.48,1.59,2.53,1.58,2.5
2014,16,Apr,2013/2014,Los Angeles Clippers,Denver Nuggets,LAC,DEN,,117,105,H,222,1.22,5.2,1.21,5.04,1.2,4.75
2014,16,Apr,2013/2014,Brooklyn Nets,New York Knicks,BKN,NYK,,98,109,A,207,1.43,3.2,1.34,3.56,1.33,3.4
2014,15,Apr,2013/2014,Golden State Warriors,Minnesota Timberwolves,GSW,MIN,,130,120,H,250,1.24,4.1,1.27,4.21,1.29,3.7
2014,15,Apr,2013/2014,Phoenix Suns,Memphis Grizzlies,PHX,MEM,,91,97,A,188,1.64,2.25,1.69,2.31,1.66,2.3
2014,15,Apr,2013/2014,Utah Jazz,Los Angeles Lakers,UTA,LAL,,104,119,A,223,1.46,2.74,1.5,2.81,1.45,2.8
2014,15,Apr,2013/2014,Chicago Bulls,Orlando Magic,CHI,ORL,,108,95,H,203,1.07,2.15,1.09,8.76,1.09,8
2014,15,Apr,2013/2014,Houston Rockets,San Antonio Spurs,HOU,SAS,,104,98,H,202,1.39,3.02,1.43,3.1,1.37,3.2
2014,15,Apr,2013/2014,New Orleans Pelicans,Oklahoma City Thunder,NOP,OKC,,101,89,H,190,3.82,1.27,3.92,1.3,3.7,1.29
2014,15,Apr,2013/2014,Atlanta Hawks,Charlotte Hornets,ATL,CHA,,93,95,A,188,2.68,1.48,2.75,1.51,2.45,1.6
2014,15,Apr,2013/2014,Philadelphia 76ers,Boston Celtics,PHI,BOS,,113,108,H,221,2.15,1.71,2.2,1.75,2.1,1.76
2014,15,Apr,2013/2014,Toronto Raptors,Milwaukee Bucks,TOR,MIL,,110,100,H,210,1.14,7.2,1.13,7.04,1.1,7.5
2014,15,Apr,2013/2014,Washington Wizards,Miami Heat,WAS,MIA,,114,93,H,207,1.49,2.7,1.53,2.71,1.45,2.8
2014,14,Apr,2013/2014,Los Angeles Lakers,Memphis Grizzlies,LAL,MEM,,90,102,A,192,2.6,1.07,8.76,1.09,8.5,1.08
2014,14,Apr,2013/2014,Portland Trail Blazers,Golden State Warriors,POR,GSW,105,119,117,H,236,1.65,2.26,1.68,2.32,1.64,2.35
2014,14,Apr,2013/2014,Sacramento Kings,Minnesota Timberwolves,SAC,MIN,,106,103,H,209,1.84,1.98,1.88,2.02,1.83,2
2014,14,Apr,2013/2014,New York Knicks,Chicago Bulls,NYK,CHI,,100,89,H,189,2.31,1.7,2.44,1.63,2.5,1.58
2014,13,Apr,2013/2014,Brooklyn Nets,Orlando Magic,BKN,ORL,,97,88,H,185,1.12,6.3,1.15,6.52,1.14,6
2014,13,Apr,2013/2014,Detroit Pistons,Toronto Raptors,DET,TOR,,107,116,A,223,3.18,1.36,3.27,1.39,3.3,1.35
2014,13,Apr,2013/2014,Indiana Pacers,Oklahoma City Thunder,IND,OKC,,102,97,H,199,1.83,2.14,1.91,2,1.74,2.15
2014,13,Apr,2013/2014,Denver Nuggets,Utah Jazz,DEN,UTA,,101,94,H,195,1.16,5.3,1.19,5.44,1.18,5.25
2014,13,Apr,2013/2014,Dallas Mavericks,Phoenix Suns,DAL,PHX,,101,98,H,199,1.52,2.58,1.57,2.58,1.57,2.55
2014,13,Apr,2013/2014,Houston Rockets,New Orleans Pelicans,HOU,NOP,,111,104,H,215,1.03,13,1.04,15.5,1.04,13
2014,13,Apr,2013/2014,Atlanta Hawks,Miami Heat,ATL,MIA,,98,85,H,183,2.62,1.5,2.71,1.53,2.7,1.5
2014,13,Apr,2013/2014,Cleveland Cavaliers,Boston Celtics,CLE,BOS,,99,111,A,210,1.24,4.2,1.26,4.3,1.23,4.25
2014,13,Apr,2013/2014,Charlotte Hornets,Philadelphia 76ers,CHA,PHI,,111,105,H,216,1.11,6.7,1.13,7.38,1.1,7.5
2014,13,Apr,2013/2014,Washington Wizards,Milwaukee Bucks,WAS,MIL,,104,91,H,195,1.12,6.3,1.15,6.52,1.14,6
2014,12,Apr,2013/2014,Los Angeles Clippers,Sacramento Kings,LAC,SAC,,117,101,H,218,1.16,6.4,1.15,6.34,1.16,5.5
2014,12,Apr,2013/2014,Los Angeles Lakers,Golden State Warriors,LAL,GSW,,95,112,A,207,5.2,1.2,5.04,1.21,5,1.19
2014,12,Apr,2013/2014,Utah Jazz,Portland Trail Blazers,UTA,POR,,99,111,A,210,2.12,1.31,3.97,1.29,3.8,1.27
2014,12,Apr,2013/2014,Milwaukee Bucks,Cleveland Cavaliers,MIL,CLE,,119,116,H,235,2.64,1.55,2.71,1.53,2.7,1.5
2014,12,Apr,2013/2014,San Antonio Spurs,Phoenix Suns,SAS,PHX,,112,104,H,216,1.69,2.19,1.73,2.24,1.71,2.2
2014,12,Apr,2013/2014,Chicago Bulls,Detroit Pistons,CHI,DET,,106,98,H,204,1.15,6,1.17,5.98,1.15,5.75
2014,12,Apr,2013/2014,Memphis Grizzlies,Philadelphia 76ers,MEM,PHI,,117,95,H,212,1.05,18,1.04,15,1.03,15
2014,12,Apr,2013/2014,Minnesota Timberwolves,Houston Rockets,MIN,HOU,,112,110,H,222,2.01,1.66,2.2,1.75,2.15,1.74
2014,12,Apr,2013/2014,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,,116,94,H,210,1.04,19,1.03,17.5,1.02,16
2014,12,Apr,2013/2014,Boston Celtics,Charlotte Hornets,BOS,CHA,,106,103,H,209,2.7,1.49,2.93,1.47,2.85,1.44
2014,12,Apr,2013/2014,Brooklyn Nets,Atlanta Hawks,BKN,ATL,,88,93,A,181,1.49,2.85,1.56,2.59,1.5,2.7
2014,12,Apr,2013/2014,Miami Heat,Indiana Pacers,MIA,IND,,98,86,H,184,1.38,3.4,1.41,3.18,1.36,3.25
2014,12,Apr,2013/2014,Orlando Magic,Washington Wizards,ORL,WAS,,86,96,A,182,3.22,1.4,3.22,1.4,3.15,1.38
2014,12,Apr,2013/2014,Toronto Raptors,New York Knicks,TOR,NYK,,100,108,A,208,1.45,2.8,1.49,2.82,1.45,2.8
2014,11,Apr,2013/2014,Golden State Warriors,Denver Nuggets,GSW,DEN,,99,100,A,199,1.15,7,1.14,6.69,1.12,6.5
2014,11,Apr,2013/2014,Dallas Mavericks,San Antonio Spurs,DAL,SAS,,100,109,A,209,1.7,2.29,1.77,2.18,1.68,2.25
2014,10,Apr,2013/2014,Los Angeles Clippers,Oklahoma City Thunder,LAC,OKC,,101,107,A,208,1.59,2.38,1.63,2.44,1.6,2.45
2014,10,Apr,2013/2014,Portland Trail Blazers,Sacramento Kings,POR,SAC,,100,99,H,199,1.07,8.6,1.08,9.65,1.07,9
2014,10,Apr,2013/2014,Denver Nuggets,Houston Rockets,DEN,HOU,,123,116,H,239,2.06,1.85,2.11,1.81,2.05,1.8
2014,10,Apr,2013/2014,New Orleans Pelicans,Phoenix Suns,NOP,PHX,,88,94,A,182,3.14,1.42,3.1,1.43,3.1,1.4
2014,10,Apr,2013/2014,Memphis Grizzlies,Miami Heat,MEM,MIA,,107,102,H,209,1.57,2.58,1.57,2.58,1.55,2.6
2014,10,Apr,2013/2014,Milwaukee Bucks,Indiana Pacers,MIL,IND,,102,104,A,206,2.8,1.5,2.75,1.51,2.8,1.45
2014,10,Apr,2013/2014,Minnesota Timberwolves,Chicago Bulls,MIN,CHI,,87,102,A,189,2.25,1.76,2.22,1.74,2.3,1.66
2014,10,Apr,2013/2014,Atlanta Hawks,Boston Celtics,ATL,BOS,,105,97,H,202,1.29,3.68,1.32,3.77,1.31,3.6
2014,10,Apr,2013/2014,Cleveland Cavaliers,Detroit Pistons,CLE,DET,,122,100,H,222,1.4,2.1,1.41,3.18,1.38,3.15
2014,10,Apr,2013/2014,Orlando Magic,Brooklyn Nets,ORL,BKN,,115,111,H,226,3.06,1.43,3.05,1.43,3,1.41
2014,10,Apr,2013/2014,Toronto Raptors,Philadelphia 76ers,TOR,PHI,,125,114,H,239,1.08,10.4,1.07,10.75,1.07,9.5
2014,10,Apr,2013/2014,Washington Wizards,Charlotte Hornets,WAS,CHA,87,88,94,A,182,1.5,2.8,1.5,2.8,1.5,2.7
2014,9,Apr,2013/2014,Los Angeles Lakers,Houston Rockets,LAL,HOU,,130,145,A,275,5.1,1.21,5.42,1.19,5,1.19
2014,9,Apr,2013/2014,Sacramento Kings,Oklahoma City Thunder,SAC,OKC,,92,107,A,199,2.1,1.25,4.42,1.25,4.25,1.23
2014,9,Apr,2013/2014,Utah Jazz,Dallas Mavericks,UTA,DAL,,83,95,A,178,2.08,1.31,3.81,1.31,3.7,1.29
2014,9,Apr,2013/2014,Miami Heat,Brooklyn Nets,MIA,BKN,,87,88,A,175,1.34,3.56,1.39,3.27,1.35,3.3
2014,9,Apr,2013/2014,Minnesota Timberwolves,San Antonio Spurs,MIN,SAS,,110,91,H,201,2.09,1.64,2.55,1.58,2.55,1.57
2014,9,Apr,2013/2014,Atlanta Hawks,Detroit Pistons,ATL,DET,,95,102,A,197,1.57,2.58,1.57,2.58,1.54,2.65
2014,7,Apr,2013/2014,Golden State Warriors,Utah Jazz,GSW,UTA,,130,102,H,232,1.1,2.08,1.11,7.88,1.11,7
2014,7,Apr,2013/2014,Phoenix Suns,Oklahoma City Thunder,PHX,OKC,,122,115,H,237,2.27,1.71,2.25,1.72,2.25,1.68
2014,7,Apr,2013/2014,Portland Trail Blazers,New Orleans Pelicans,POR,NOP,,100,94,H,194,1.15,5.5,1.17,5.98,1.15,5.75
2014,7,Apr,2013/2014,Houston Rockets,Denver Nuggets,HOU,DEN,117,130,125,H,255,1.13,7.2,1.14,6.69,1.13,6.25
2014,7,Apr,2013/2014,San Antonio Spurs,Memphis Grizzlies,SAS,MEM,,112,92,H,204,1.33,3.6,1.33,3.69,1.32,3.5
2014,6,Apr,2013/2014,Indiana Pacers,Atlanta Hawks,IND,ATL,,88,107,A,195,1.26,3.92,1.29,4.05,1.27,3.8
2014,6,Apr,2013/2014,Sacramento Kings,Dallas Mavericks,SAC,DAL,,91,93,A,184,3.22,1.35,3.22,1.4,3.15,1.38
2014,6,Apr,2013/2014,Los Angeles Clippers,Los Angeles Lakers,LAC,LAL,,120,97,H,217,1.05,1.07,1.03,20,1.02,16.5
2014,6,Apr,2013/2014,Miami Heat,New York Knicks,MIA,NYK,,102,91,H,193,1.34,3.56,1.33,3.64,1.32,3.5
2014,6,Apr,2013/2014,Milwaukee Bucks,Toronto Raptors,MIL,TOR,,98,102,A,200,3.36,1.34,3.44,1.36,3.45,1.32
2014,6,Apr,2013/2014,Cleveland Cavaliers,Charlotte Hornets,CLE,CHA,82,94,96,A,190,1.71,2.27,1.68,2.33,1.68,2.25
2014,6,Apr,2013/2014,Detroit Pistons,Boston Celtics,DET,BOS,,115,111,H,226,1.43,3.08,1.42,3.14,1.4,3.1
2014,6,Apr,2013/2014,Philadelphia 76ers,Brooklyn Nets,PHI,BKN,,101,105,A,206,2.07,1.14,5.98,1.17,5.75,1.15
2014,6,Apr,2013/2014,Orlando Magic,Minnesota Timberwolves,ORL,MIN,,100,92,H,192,2.41,1.57,2.49,1.61,2.45,1.6
2014,6,Apr,2013/2014,Washington Wizards,Chicago Bulls,WAS,CHI,,78,96,A,174,1.91,1.91,1.95,1.95,1.86,1.95
2014,5,Apr,2013/2014,Golden State Warriors,Sacramento Kings,GSW,SAC,,102,69,H,171,1.19,4.9,1.21,5.05,1.19,5
2014,5,Apr,2013/2014,Los Angeles Lakers,Dallas Mavericks,LAL,DAL,,95,107,A,202,3.9,1.26,4,1.29,3.9,1.27
2014,5,Apr,2013/2014,Portland Trail Blazers,Phoenix Suns,POR,PHX,,93,109,A,202,1.55,2.64,1.54,2.66,1.54,2.65
2014,5,Apr,2013/2014,Houston Rockets,Oklahoma City Thunder,HOU,OKC,,111,107,H,218,1.7,2.19,1.73,2.24,1.71,2.2
2014,5,Apr,2013/2014,Utah Jazz,New Orleans Pelicans,UTA,NOP,,100,96,H,196,1.66,2.25,1.69,2.3,1.66,2.3
2014,5,Apr,2013/2014,Chicago Bulls,Milwaukee Bucks,CHI,MIL,,102,90,H,192,1.11,7.5,1.11,7.88,1.1,7.5
2014,5,Apr,2013/2014,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,,117,98,H,215,1.73,2.13,1.75,2.2,1.76,2.1
2014,5,Apr,2013/2014,Boston Celtics,Philadelphia 76ers,BOS,PHI,,102,111,A,213,1.17,6.2,1.2,5.23,1.18,5.25
2014,5,Apr,2013/2014,Brooklyn Nets,Detroit Pistons,BKN,DET,,116,104,H,220,1.18,5.7,1.17,5.8,1.16,5.5
2014,5,Apr,2013/2014,Miami Heat,Minnesota Timberwolves,MIA,MIN,97,121,122,A,243,1.17,5.1,1.19,5.39,1.18,5.25
2014,5,Apr,2013/2014,New York Knicks,Washington Wizards,NYK,WAS,,89,90,A,179,1.61,2.48,1.59,2.53,1.55,2.6
2014,5,Apr,2013/2014,Charlotte Hornets,Orlando Magic,CHA,ORL,,91,80,H,171,1.16,6.3,1.17,5.8,1.16,5.5
2014,5,Apr,2013/2014,Memphis Grizzlies,Denver Nuggets,MEM,DEN,,100,92,H,192,1.21,5,1.23,4.8,1.2,4.75
2014,5,Apr,2013/2014,Toronto Raptors,Indiana Pacers,TOR,IND,,102,94,H,196,1.87,1.96,1.92,1.99,1.86,1.95
2014,4,Apr,2013/2014,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,,107,113,A,220,1.48,2.52,1.55,2.64,1.5,2.7
2014,4,Apr,2013/2014,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,,106,94,H,200,1.75,2.13,1.73,2.24,1.62,2.4
2014,3,Apr,2013/2014,Phoenix Suns,Los Angeles Clippers,PHX,LAC,,108,112,A,220,1.72,2.26,1.66,2.37,1.64,2.35
2014,3,Apr,2013/2014,Sacramento Kings,Los Angeles Lakers,SAC,LAL,,107,102,H,209,1.31,3.5,1.34,3.6,1.31,3.6
2014,3,Apr,2013/2014,Denver Nuggets,New Orleans Pelicans,DEN,NOP,,137,107,H,244,1.63,2.43,1.62,2.46,1.6,2.45
2014,3,Apr,2013/2014,San Antonio Spurs,Golden State Warriors,SAS,GSW,,111,90,H,201,1.17,5,1.19,5.42,1.19,5
2014,3,Apr,2013/2014,Minnesota Timberwolves,Memphis Grizzlies,MIN,MEM,,102,88,H,190,2.67,1.54,2.71,1.53,2.7,1.5
2014,3,Apr,2013/2014,Atlanta Hawks,Chicago Bulls,ATL,CHI,,92,105,A,197,2.18,1.76,2.25,1.72,2.25,1.68
2014,3,Apr,2013/2014,Miami Heat,Milwaukee Bucks,MIA,MIL,,96,77,H,173,1.07,11.5,1.07,11.25,1.06,10
2014,3,Apr,2013/2014,Indiana Pacers,Detroit Pistons,IND,DET,,101,94,H,195,1.15,2.1,1.17,5.98,1.15,5.75
2014,3,Apr,2013/2014,New York Knicks,Brooklyn Nets,NYK,BKN,,110,81,H,191,1.71,2.27,1.71,2.27,1.68,2.25
2014,3,Apr,2013/2014,Orlando Magic,Cleveland Cavaliers,ORL,CLE,,98,119,A,217,2.13,1.73,2.19,1.76,2.2,1.71
2014,3,Apr,2013/2014,Philadelphia 76ers,Charlotte Hornets,PHI,CHA,,93,123,A,216,2.09,1.2,4.42,1.25,4.25,1.23
2014,3,Apr,2013/2014,Toronto Raptors,Houston Rockets,TOR,HOU,,107,103,H,210,1.88,1.93,1.95,1.95,2.05,1.8
2014,3,Apr,2013/2014,Washington Wizards,Boston Celtics,WAS,BOS,,118,92,H,210,1.3,3.92,1.3,3.92,1.29,3.7
2014,2,Apr,2013/2014,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,,112,124,A,236,4.75,1.24,4.34,1.26,4,1.26
2014,2,Apr,2013/2014,Dallas Mavericks,Golden State Warriors,DAL,GSW,108,120,122,A,242,1.57,2.58,1.57,2.58,1.5,2.7
2014,2,Apr,2013/2014,Brooklyn Nets,Houston Rockets,BKN,HOU,,105,96,H,201,1.68,2.34,1.67,2.36,1.64,2.35
2014,1,Apr,2013/2014,Denver Nuggets,Memphis Grizzlies,DEN,MEM,,92,94,A,186,2.44,1.63,2.46,1.62,2.4,1.62
2014,1,Apr,2013/2014,Utah Jazz,New York Knicks,UTA,NYK,,83,92,A,175,2.4,1.65,2.39,1.65,2.4,1.62
2014,1,Apr,2013/2014,Chicago Bulls,Boston Celtics,CHI,BOS,,94,80,H,174,1.19,5.4,1.19,5.42,1.18,5.25
2014,1,Apr,2013/2014,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC,,104,114,A,218,2.33,1.72,2.27,1.71,2.25,1.68
2014,1,Apr,2013/2014,New Orleans Pelicans,Sacramento Kings,NOP,SAC,,97,102,A,199,1.63,2.51,1.63,2.44,1.6,2.45
2014,1,Apr,2013/2014,Atlanta Hawks,Philadelphia 76ers,ATL,PHI,,103,95,H,198,1.1,9.4,1.09,9.16,1.07,9
2014,1,Apr,2013/2014,Detroit Pistons,Milwaukee Bucks,DET,MIL,,116,111,H,227,1.45,2.06,1.4,3.22,1.38,3.15
2014,1,Apr,2013/2014,Miami Heat,Toronto Raptors,MIA,TOR,,93,83,H,176,1.43,2.88,1.41,3.18,1.37,3.2
2014,1,Apr,2013/2014,Charlotte Hornets,Washington Wizards,CHA,WAS,,100,94,H,194,1.66,2.37,1.69,2.31,1.66,2.3
2014,1,Apr,2013/2014,Indiana Pacers,San Antonio Spurs,IND,SAS,,77,103,A,180,2.4,1.65,2.66,1.54,2.67,1.52
2014,31,Mar,2013/2014,Los Angeles Lakers,Phoenix Suns,LAL,PHX,,115,99,H,214,4.3,1.26,4.3,1.26,4.25,1.23
2014,31,Mar,2013/2014,Golden State Warriors,New York Knicks,GSW,NYK,,84,89,A,173,1.36,3.44,1.38,3.31,1.35,3.3
2014,31,Mar,2013/2014,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,,105,98,H,203,1.85,2.06,1.88,2.02,1.8,2.05
2014,31,Mar,2013/2014,Boston Celtics,Chicago Bulls,BOS,CHI,,102,107,A,209,2.2,1.53,2.71,1.53,2.7,1.5
2014,30,Mar,2013/2014,Brooklyn Nets,Minnesota Timberwolves,BKN,MIN,,114,99,H,213,1.6,2.5,1.58,2.55,1.57,2.55
2014,30,Mar,2013/2014,Orlando Magic,Toronto Raptors,ORL,TOR,,93,98,A,191,2.66,1.54,2.71,1.53,2.7,1.5
2014,30,Mar,2013/2014,Cleveland Cavaliers,Indiana Pacers,CLE,IND,,90,76,H,166,2.25,1.49,2.88,1.48,2.8,1.45
2014,30,Mar,2013/2014,Oklahoma City Thunder,Utah Jazz,OKC,UTA,,116,96,H,212,1.05,2.75,1.03,17.5,1.03,15.5
2014,30,Mar,2013/2014,Dallas Mavericks,Sacramento Kings,DAL,SAC,,103,100,H,203,1.16,2.23,1.17,5.8,1.16,5.5
2014,30,Mar,2013/2014,Milwaukee Bucks,Miami Heat,MIL,MIA,,67,88,A,155,2.4,1.18,5.35,1.19,5.25,1.18
2014,30,Mar,2013/2014,San Antonio Spurs,New Orleans Pelicans,SAS,NOP,,96,80,H,176,1.05,14,1.05,13,1.06,10.5
2014,30,Mar,2013/2014,Houston Rockets,Los Angeles Clippers,HOU,LAC,,107,118,A,225,1.76,2.18,1.77,2.18,1.74,2.15
2014,30,Mar,2013/2014,Washington Wizards,Atlanta Hawks,WAS,ATL,,101,97,H,198,1.53,2.69,1.53,2.71,1.5,2.7
2014,29,Mar,2013/2014,Philadelphia 76ers,Detroit Pistons,PHI,DET,,123,98,H,221,2.25,1.45,2.88,1.48,2.75,1.47
2014,29,Mar,2013/2014,Golden State Warriors,Memphis Grizzlies,GSW,MEM,,100,93,H,193,1.78,2.22,1.77,2.18,1.74,2.15
2014,29,Mar,2013/2014,Phoenix Suns,New York Knicks,PHX,NYK,,112,88,H,200,1.45,2.12,1.41,3.19,1.4,3.05
2014,29,Mar,2013/2014,Denver Nuggets,San Antonio Spurs,DEN,SAS,,102,133,A,235,2.4,1.37,3.6,1.34,3.45,1.32
2014,29,Mar,2013/2014,Chicago Bulls,Portland Trail Blazers,CHI,POR,,74,91,A,165,1.56,2.71,1.55,2.64,1.54,2.65
2014,29,Mar,2013/2014,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,,143,107,H,250,1.14,7.3,1.14,6.94,1.12,6.5
2014,29,Mar,2013/2014,New Orleans Pelicans,Utah Jazz,NOP,UTA,,102,95,H,197,1.41,3.3,1.43,3.1,1.4,3.1
2014,29,Mar,2013/2014,Oklahoma City Thunder,Sacramento Kings,OKC,SAC,,94,81,H,175,1.11,8.8,1.1,8.6,1.1,7.5
2014,28,Mar,2013/2014,Brooklyn Nets,Cleveland Cavaliers,BKN,CLE,,108,97,H,205,1.19,2.09,1.22,4.85,1.2,4.75
2014,29,Mar,2013/2014,Detroit Pistons,Miami Heat,DET,MIA,,78,110,A,188,3.04,1.46,2.99,1.45,2.9,1.43
2014,28,Mar,2013/2014,Orlando Magic,Charlotte Hornets,ORL,CHA,97,110,105,H,215,2.61,1.56,2.71,1.53,2.7,1.5
2014,28,Mar,2013/2014,Toronto Raptors,Boston Celtics,TOR,BOS,,105,103,H,208,1.2,5.6,1.19,5.42,1.18,5.25
2014,28,Mar,2013/2014,Washington Wizards,Indiana Pacers,WAS,IND,,91,78,H,169,2.29,1.7,2.29,1.7,2.2,1.71
2014,28,Mar,2013/2014,Dallas Mavericks,Los Angeles Clippers,DAL,LAC,,103,109,A,212,1.9,1.92,1.95,1.95,1.95,1.86
2014,28,Mar,2013/2014,Houston Rockets,Philadelphia 76ers,HOU,PHI,,120,98,H,218,1.03,26,1.01,26,1.01,18
2014,28,Mar,2013/2014,Milwaukee Bucks,Los Angeles Lakers,MIL,LAL,,108,105,H,213,1.82,2.1,1.84,2.08,1.8,2.05
2014,27,Mar,2013/2014,Atlanta Hawks,Portland Trail Blazers,ATL,POR,,85,100,A,185,2.31,1.62,2.37,1.66,2.35,1.64
2014,27,Mar,2013/2014,Utah Jazz,Memphis Grizzlies,UTA,MEM,,87,91,A,178,2.22,1.29,3.92,1.3,4,1.26
2014,27,Mar,2013/2014,Sacramento Kings,New York Knicks,SAC,NYK,,99,107,A,206,1.91,1.91,1.95,1.95,1.86,1.95
2014,27,Mar,2013/2014,San Antonio Spurs,Denver Nuggets,SAS,DEN,,108,103,H,211,1.06,2.09,1.08,9.65,1.07,9.5
2014,27,Mar,2013/2014,Indiana Pacers,Miami Heat,IND,MIA,,84,83,H,167,1.69,2.21,1.71,2.27,1.71,2.2
2014,27,Mar,2013/2014,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL,,107,83,H,190,1.41,2.98,1.43,3.05,1.42,2.95
2014,27,Mar,2013/2014,New Orleans Pelicans,Los Angeles Clippers,NOP,LAC,,98,96,H,194,3.52,1.31,3.69,1.33,3.6,1.31
2014,26,Mar,2013/2014,Boston Celtics,Toronto Raptors,BOS,TOR,,90,99,A,189,2.22,1.68,2.27,1.71,2.25,1.68
2014,26,Mar,2013/2014,Detroit Pistons,Cleveland Cavaliers,DET,CLE,,96,97,A,193,1.41,2.94,1.44,3.01,1.43,2.9
2014,26,Mar,2013/2014,Charlotte Hornets,Brooklyn Nets,CHA,BKN,105,116,111,H,227,1.92,1.98,1.93,1.98,1.86,1.95
2014,26,Mar,2013/2014,Washington Wizards,Phoenix Suns,WAS,PHX,,93,99,A,192,2.03,1.87,2.08,1.84,2.05,1.8
